Raw Data 		Experiment - HL60 _U937_Kokultur Bine _1_IL10_090113 (Run on LCS480 1.5.0.39)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510
A12	Sample_8	2	3	9	1320000	71.67	25.59
A12	Sample_8	2	3	10	1398500	71.67	25.67
A12	Sample_8	2	3	11	1477116	71.67	25.75
A12	Sample_8	2	3	12	1555700	71.67	25.78
A12	Sample_8	2	3	13	1634300	71.67	25.84
A12	Sample_8	2	3	14	1712900	71.67	26.18
A12	Sample_8	2	3	15	1791500	71.67	26.68
A12	Sample_8	2	3	16	1870000	71.67	27.53
A12	Sample_8	2	3	17	1948400	71.67	41484
A12	Sample_8	2	3	18	2026883	71.67	31.49
A12	Sample_8	2	3	19	2105400	71.67	34.93
A12	Sample_8	2	3	20	2184000	71.67	39.49
A12	Sample_8	2	3	21	2262583	71.67	44.76
A12	Sample_8	2	3	22	2341200	71.67	50.33
A12	Sample_8	2	3	23	2419783	71.64	55.75
A12	Sample_8	2	3	24	2498383	71.67	61.11
A12	Sample_8	2	3	25	2576883	71.67	66.04
A12	Sample_8	2	3	26	2655483	71.67	70.41
A12	Sample_8	2	3	27	2733983	71.67	74.23
A12	Sample_8	2	3	28	2812583	71.67	77.73
A12	Sample_8	2	3	29	2891200	71.67	80.20
A12	Sample_8	2	3	30	2969766	71.67	82.18
A12	Sample_8	2	3	31	3048266	71.67	83.90
A12	Sample_8	2	3	32	3126683	71.67	85.08
A12	Sample_8	2	3	33	3205266	71.67	85.83
A12	Sample_8	2	3	34	3283766	71.67	86.50
A12	Sample_8	2	3	35	3362366	71.67	87.01
A12	Sample_8	2	3	36	3440966	71.67	87.30
A12	Sample_8	2	3	37	3519566	71.67	87.74
A12	Sample_8	2	3	38	3598166	71.67	87.97
A12	Sample_8	2	3	39	3676750	71.67	88.11
A12	Sample_8	2	3	40	3755266	71.67	88.33
A12	Sample_8	2	3	41	3833866	71.67	88.57
A12	Sample_8	2	3	42	3912466	71.67	88.85
A12	Sample_8	2	3	43	3991050	71.67	88.96
A12	Sample_8	2	3	44	4069550	71.67	89.19
A12	Sample_8	2	3	45	4148150	71.67	89.50
B1	Sample_1	2	3	1	691600	71.79	16.61
B1	Sample_1	2	3	2	770133	71.64	16.67
B1	Sample_1	2	3	3	848716	71.64	16.57
B1	Sample_1	2	3	4	927233	71.67	16.56
B1	Sample_1	2	3	5	1005816	71.67	16.52
B1	Sample_1	2	3	6	1084316	71.67	16.59
B1	Sample_1	2	3	7	1162916	71.67	16.51
B1	Sample_1	2	3	8	1241416	71.67	16.58
B1	Sample_1	2	3	9	1320000	71.67	16.58
B1	Sample_1	2	3	10	1398500	71.67	16.62
B1	Sample_1	2	3	11	1477116	71.67	16.57
B1	Sample_1	2	3	12	1555700	71.67	16.58
B1	Sample_1	2	3	13	1634300	71.67	16.54
B1	Sample_1	2	3	14	1712900	71.67	16.59
B1	Sample_1	2	3	15	1791500	71.67	16.60
B1	Sample_1	2	3	16	1870000	71.67	16.59
B1	Sample_1	2	3	17	1948400	71.67	16.58
B1	Sample_1	2	3	18	2026883	71.67	16.61
B1	Sample_1	2	3	19	2105400	71.67	16.67
B1	Sample_1	2	3	20	2184000	71.67	16.66
B1	Sample_1	2	3	21	2262583	71.67	16.74
B1	Sample_1	2	3	22	2341200	71.67	16.66
B1	Sample_1	2	3	23	2419783	71.64	16.71
B1	Sample_1	2	3	24	2498383	71.67	16.73
B1	Sample_1	2	3	25	2576883	71.67	16.73
B1	Sample_1	2	3	26	2655483	71.67	16.73
B1	Sample_1	2	3	27	2733983	71.67	16.74
B1	Sample_1	2	3	28	2812583	71.67	16.81
B1	Sample_1	2	3	29	2891200	71.67	16.75
B1	Sample_1	2	3	30	2969766	71.67	16.84
B1	Sample_1	2	3	31	3048266	71.67	16.89
B1	Sample_1	2	3	32	3126683	71.67	16.90
B1	Sample_1	2	3	33	3205266	71.67	16.99
B1	Sample_1	2	3	34	3283766	71.67	17.13
B1	Sample_1	2	3	35	3362366	71.67	17.35
B1	Sample_1	2	3	36	3440966	71.67	17.73
B1	Sample_1	2	3	37	3519566	71.67	18.49
B1	Sample_1	2	3	38	3598166	71.67	19.54
B1	Sample_1	2	3	39	3676750	71.67	20.88
B1	Sample_1	2	3	40	3755266	71.67	22.39
B1	Sample_1	2	3	41	3833866	71.67	23.77
B1	Sample_1	2	3	42	3912466	71.67	41633
B1	Sample_1	2	3	43	3991050	71.67	26.57
B1	Sample_1	2	3	44	4069550	71.67	28.13
B1	Sample_1	2	3	45	4148150	71.67	29.69
B2	Sample_9	2	3	1	691600	71.79	17.74
B2	Sample_9	2	3	2	770133	71.64	17.80
B2	Sample_9	2	3	3	848716	71.64	17.78
B2	Sample_9	2	3	4	927233	71.67	17.72
B2	Sample_9	2	3	5	1005816	71.67	17.68
B2	Sample_9	2	3	6	1084316	71.67	17.69
B2	Sample_9	2	3	7	1162916	71.67	17.72
B2	Sample_9	2	3	8	1241416	71.67	17.72
B2	Sample_9	2	3	9	1320000	71.67	17.71
B2	Sample_9	2	3	10	1398500	71.67	17.72
B2	Sample_9	2	3	11	1477116	71.67	17.76
B2	Sample_9	2	3	12	1555700	71.67	17.71
B2	Sample_9	2	3	13	1634300	71.67	17.69
B2	Sample_9	2	3	14	1712900	71.67	17.63
B2	Sample_9	2	3	15	1791500	71.67	17.60
B2	Sample_9	2	3	16	1870000	71.67	17.69
B2	Sample_9	2	3	17	1948400	71.67	17.62
B2	Sample_9	2	3	18	2026883	71.67	17.66
B2	Sample_9	2	3	19	2105400	71.67	17.64
B2	Sample_9	2	3	20	2184000	71.67	17.68
B2	Sample_9	2	3	21	2262583	71.67	17.65
B2	Sample_9	2	3	22	2341200	71.67	17.67
B2	Sample_9	2	3	23	2419783	71.64	17.58
B2	Sample_9	2	3	24	2498383	71.67	17.67
B2	Sample_9	2	3	25	2576883	71.67	17.61
B2	Sample_9	2	3	26	2655483	71.67	17.63
B2	Sample_9	2	3	27	2733983	71.67	17.65
B2	Sample_9	2	3	28	2812583	71.67	17.75
B2	Sample_9	2	3	29	2891200	71.67	17.73
B2	Sample_9	2	3	30	2969766	71.67	17.80
B2	Sample_9	2	3	31	3048266	71.67	17.94
B2	Sample_9	2	3	32	3126683	71.67	41626
B2	Sample_9	2	3	33	3205266	71.67	18.49
B2	Sample_9	2	3	34	3283766	71.67	41444
B2	Sample_9	2	3	35	3362366	71.67	41598
B2	Sample_9	2	3	36	3440966	71.67	21.31
B2	Sample_9	2	3	37	3519566	71.67	22.76
B2	Sample_9	2	3	38	3598166	71.67	24.13
B2	Sample_9	2	3	39	3676750	71.67	25.68
B2	Sample_9	2	3	40	3755266	71.67	27.19
B2	Sample_9	2	3	41	3833866	71.67	28.63
B2	Sample_9	2	3	42	3912466	71.67	29.86
B2	Sample_9	2	3	43	3991050	71.67	30.78
B2	Sample_9	2	3	44	4069550	71.67	31.55
B2	Sample_9	2	3	45	4148150	71.67	32.07
B3	Sample_9	2	3	1	691600	71.79	27.15
B3	Sample_9	2	3	2	770133	71.64	27.42
B3	Sample_9	2	3	3	848716	71.64	27.47
B3	Sample_9	2	3	4	927233	71.67	27.49
B3	Sample_9	2	3	5	1005816	71.67	27.44
B3	Sample_9	2	3	6	1084316	71.67	27.50
B3	Sample_9	2	3	7	1162916	71.67	27.40
B3	Sample_9	2	3	8	1241416	71.67	27.43
B3	Sample_9	2	3	9	1320000	71.67	27.43
B3	Sample_9	2	3	10	1398500	71.67	27.44
B3	Sample_9	2	3	11	1477116	71.67	27.44
B3	Sample_9	2	3	12	1555700	71.67	27.52
B3	Sample_9	2	3	13	1634300	71.67	27.58
B3	Sample_9	2	3	14	1712900	71.67	27.79
B3	Sample_9	2	3	15	1791500	71.67	41606
B3	Sample_9	2	3	16	1870000	71.67	28.80
B3	Sample_9	2	3	17	1948400	71.67	29.99
B3	Sample_9	2	3	18	2026883	71.67	31.92
B3	Sample_9	2	3	19	2105400	71.67	35.03
B3	Sample_9	2	3	20	2184000	71.67	39.27
B3	Sample_9	2	3	21	2262583	71.67	44.63
B3	Sample_9	2	3	22	2341200	71.67	50.28
B3	Sample_9	2	3	23	2419783	71.64	56.27
B3	Sample_9	2	3	24	2498383	71.67	62.01
B3	Sample_9	2	3	25	2576883	71.67	67.35
B3	Sample_9	2	3	26	2655483	71.67	72.24
B3	Sample_9	2	3	27	2733983	71.67	76.43
B3	Sample_9	2	3	28	2812583	71.67	79.75
B3	Sample_9	2	3	29	2891200	71.67	82.50
B3	Sample_9	2	3	30	2969766	71.67	84.62
B3	Sample_9	2	3	31	3048266	71.67	86.08
B3	Sample_9	2	3	32	3126683	71.67	87.22
B3	Sample_9	2	3	33	3205266	71.67	88.15
B3	Sample_9	2	3	34	3283766	71.67	88.85
B3	Sample_9	2	3	35	3362366	71.67	89.06
B3	Sample_9	2	3	36	3440966	71.67	89.41
B3	Sample_9	2	3	37	3519566	71.67	89.82
B3	Sample_9	2	3	38	3598166	71.67	90.13
B3	Sample_9	2	3	39	3676750	71.67	90.22
B3	Sample_9	2	3	40	3755266	71.67	90.49
B3	Sample_9	2	3	41	3833866	71.67	90.71
B3	Sample_9	2	3	42	3912466	71.67	90.87
B3	Sample_9	2	3	43	3991050	71.67	91.14
B3	Sample_9	2	3	44	4069550	71.67	91.43
B3	Sample_9	2	3	45	4148150	71.67	91.45
B4	Sample_3	2	3	1	691600	71.79	17.57
B4	Sample_3	2	3	2	770133	71.64	17.61
B4	Sample_3	2	3	3	848716	71.64	17.64
B4	Sample_3	2	3	4	927233	71.67	17.57
B4	Sample_3	2	3	5	1005816	71.67	17.59
B4	Sample_3	2	3	6	1084316	71.67	17.54
B4	Sample_3	2	3	7	1162916	71.67	17.56
B4	Sample_3	2	3	8	1241416	71.67	17.59
B4	Sample_3	2	3	9	1320000	71.67	17.57
B4	Sample_3	2	3	10	1398500	71.67	17.54
B4	Sample_3	2	3	11	1477116	71.67	17.49
B4	Sample_3	2	3	12	1555700	71.67	17.57
B4	Sample_3	2	3	13	1634300	71.67	17.51
B4	Sample_3	2	3	14	1712900	71.67	17.49
B4	Sample_3	2	3	15	1791500	71.67	17.44
B4	Sample_3	2	3	16	1870000	71.67	17.46
B4	Sample_3	2	3	17	1948400	71.67	17.45
B4	Sample_3	2	3	18	2026883	71.67	17.44
B4	Sample_3	2	3	19	2105400	71.67	17.47
B4	Sample_3	2	3	20	2184000	71.67	17.49
B4	Sample_3	2	3	21	2262583	71.67	17.44
B4	Sample_3	2	3	22	2341200	71.67	17.44
B4	Sample_3	2	3	23	2419783	71.64	17.44
B4	Sample_3	2	3	24	2498383	71.67	17.47
B4	Sample_3	2	3	25	2576883	71.67	17.50
B4	Sample_3	2	3	26	2655483	71.67	17.73
B4	Sample_3	2	3	27	2733983	71.67	17.92
B4	Sample_3	2	3	28	2812583	71.67	18.37
B4	Sample_3	2	3	29	2891200	71.67	41383
B4	Sample_3	2	3	30	2969766	71.67	41475
B4	Sample_3	2	3	31	3048266	71.67	21.27
B4	Sample_3	2	3	32	3126683	71.67	22.64
B4	Sample_3	2	3	33	3205266	71.67	24.19
B4	Sample_3	2	3	34	3283766	71.67	25.83
B4	Sample_3	2	3	35	3362366	71.67	27.37
B4	Sample_3	2	3	36	3440966	71.67	28.96
B4	Sample_3	2	3	37	3519566	71.67	30.45
B4	Sample_3	2	3	38	3598166	71.67	31.84
B4	Sample_3	2	3	39	3676750	71.67	33.03
B4	Sample_3	2	3	40	3755266	71.67	33.97
B4	Sample_3	2	3	41	3833866	71.67	34.73
B4	Sample_3	2	3	42	3912466	71.67	35.28
B4	Sample_3	2	3	43	3991050	71.67	35.65
B4	Sample_3	2	3	44	4069550	71.67	35.95
B4	Sample_3	2	3	45	4148150	71.67	36.20
B5	Sample_10	2	3	1	691600	71.79	17.67
B5	Sample_10	2	3	2	770133	71.64	17.71
B5	Sample_10	2	3	3	848716	71.64	17.73
B5	Sample_10	2	3	4	927233	71.67	17.64
B5	Sample_10	2	3	5	1005816	71.67	17.62
B5	Sample_10	2	3	6	1084316	71.67	17.62
B5	Sample_10	2	3	7	1162916	71.67	17.60
B5	Sample_10	2	3	8	1241416	71.67	17.58
B5	Sample_10	2	3	9	1320000	71.67	17.60
B5	Sample_10	2	3	10	1398500	71.67	17.52
B5	Sample_10	2	3	11	1477116	71.67	17.53
B5	Sample_10	2	3	12	1555700	71.67	17.57
B5	Sample_10	2	3	13	1634300	71.67	17.52
B5	Sample_10	2	3	14	1712900	71.67	17.52
B5	Sample_10	2	3	15	1791500	71.67	17.47
B5	Sample_10	2	3	16	1870000	71.67	17.52
B5	Sample_10	2	3	17	1948400	71.67	17.54
B5	Sample_10	2	3	18	2026883	71.67	17.49
B5	Sample_10	2	3	19	2105400	71.67	17.45
B5	Sample_10	2	3	20	2184000	71.67	17.43
B5	Sample_10	2	3	21	2262583	71.67	17.49
B5	Sample_10	2	3	22	2341200	71.67	17.48
B5	Sample_10	2	3	23	2419783	71.64	17.45
B5	Sample_10	2	3	24	2498383	71.67	17.49
B5	Sample_10	2	3	25	2576883	71.67	17.57
B5	Sample_10	2	3	26	2655483	71.67	17.55
B5	Sample_10	2	3	27	2733983	71.67	17.53
B5	Sample_10	2	3	28	2812583	71.67	17.60
B5	Sample_10	2	3	29	2891200	71.67	17.68
B5	Sample_10	2	3	30	2969766	71.67	17.75
B5	Sample_10	2	3	31	3048266	71.67	17.88
B5	Sample_10	2	3	32	3126683	71.67	18.17
B5	Sample_10	2	3	33	3205266	71.67	18.61
B5	Sample_10	2	3	34	3283766	71.67	19.45
B5	Sample_10	2	3	35	3362366	71.67	20.51
B5	Sample_10	2	3	36	3440966	71.67	21.76
B5	Sample_10	2	3	37	3519566	71.67	41631
B5	Sample_10	2	3	38	3598166	71.67	24.53
B5	Sample_10	2	3	39	3676750	71.67	41359
B5	Sample_10	2	3	40	3755266	71.67	27.38
B5	Sample_10	2	3	41	3833866	71.67	28.63
B5	Sample_10	2	3	42	3912466	71.67	29.88
B5	Sample_10	2	3	43	3991050	71.67	30.77
B5	Sample_10	2	3	44	4069550	71.67	31.48
B5	Sample_10	2	3	45	4148150	71.67	31.89
B6	Sample_10	2	3	1	691600	71.79	29.30
B6	Sample_10	2	3	2	770133	71.64	29.76
B6	Sample_10	2	3	3	848716	71.64	29.74
B6	Sample_10	2	3	4	927233	71.67	29.87
B6	Sample_10	2	3	5	1005816	71.67	29.78
B6	Sample_10	2	3	6	1084316	71.67	29.90
B6	Sample_10	2	3	7	1162916	71.67	29.87
B6	Sample_10	2	3	8	1241416	71.67	29.89
B6	Sample_10	2	3	9	1320000	71.67	29.87
B6	Sample_10	2	3	10	1398500	71.67	29.94
B6	Sample_10	2	3	11	1477116	71.67	29.88
B6	Sample_10	2	3	12	1555700	71.67	41394
B6	Sample_10	2	3	13	1634300	71.67	29.96
B6	Sample_10	2	3	14	1712900	71.67	41394
B6	Sample_10	2	3	15	1791500	71.67	41516
B6	Sample_10	2	3	16	1870000	71.67	30.23
B6	Sample_10	2	3	17	1948400	71.67	30.65
B6	Sample_10	2	3	18	2026883	71.67	31.30
B6	Sample_10	2	3	19	2105400	71.67	32.47
B6	Sample_10	2	3	20	2184000	71.67	34.39
B6	Sample_10	2	3	21	2262583	71.67	37.62
B6	Sample_10	2	3	22	2341200	71.67	42.01
B6	Sample_10	2	3	23	2419783	71.64	47.47
B6	Sample_10	2	3	24	2498383	71.67	53.69
B6	Sample_10	2	3	25	2576883	71.67	60.15
B6	Sample_10	2	3	26	2655483	71.67	66.27
B6	Sample_10	2	3	27	2733983	71.67	72.20
B6	Sample_10	2	3	28	2812583	71.67	77.36
B6	Sample_10	2	3	29	2891200	71.67	81.93
B6	Sample_10	2	3	30	2969766	71.67	85.92
B6	Sample_10	2	3	31	3048266	71.67	89.00
B6	Sample_10	2	3	32	3126683	71.67	91.36
B6	Sample_10	2	3	33	3205266	71.67	93.16
B6	Sample_10	2	3	34	3283766	71.67	94.50
B6	Sample_10	2	3	35	3362366	71.67	95.34
B6	Sample_10	2	3	36	3440966	71.67	95.95
B6	Sample_10	2	3	37	3519566	71.67	96.44
B6	Sample_10	2	3	38	3598166	71.67	96.92
B6	Sample_10	2	3	39	3676750	71.67	97.35
B6	Sample_10	2	3	40	3755266	71.67	97.54
B6	Sample_10	2	3	41	3833866	71.67	97.89
B6	Sample_10	2	3	42	3912466	71.67	98.11
B6	Sample_10	2	3	43	3991050	71.67	98.26
B6	Sample_10	2	3	44	4069550	71.67	98.45
B6	Sample_10	2	3	45	4148150	71.67	98.58
B7	Sample_5	2	3	1	691600	71.79	41322
B7	Sample_5	2	3	2	770133	71.64	41322
B7	Sample_5	2	3	3	848716	71.64	41322
B7	Sample_5	2	3	4	927233	71.67	41442
B7	Sample_5	2	3	5	1005816	71.67	17.00
B7	Sample_5	2	3	6	1084316	71.67	41564
B7	Sample_5	2	3	7	1162916	71.67	41350
B7	Sample_5	2	3	8	1241416	71.67	41350
B7	Sample_5	2	3	9	1320000	71.67	41472
B7	Sample_5	2	3	10	1398500	71.67	41472
B7	Sample_5	2	3	11	1477116	71.67	41564
B7	Sample_5	2	3	12	1555700	71.67	41503
B7	Sample_5	2	3	13	1634300	71.67	41442
B7	Sample_5	2	3	14	1712900	71.67	41350
B7	Sample_5	2	3	15	1791500	71.67	16.98
B7	Sample_5	2	3	16	1870000	71.67	41472
B7	Sample_5	2	3	17	1948400	71.67	41442
B7	Sample_5	2	3	18	2026883	71.67	41350
B7	Sample_5	2	3	19	2105400	71.67	41350
B7	Sample_5	2	3	20	2184000	71.67	41442
B7	Sample_5	2	3	21	2262583	71.67	41442
B7	Sample_5	2	3	22	2341200	71.67	41625
B7	Sample_5	2	3	23	2419783	71.64	17.14
B7	Sample_5	2	3	24	2498383	71.67	17.27
B7	Sample_5	2	3	25	2576883	71.67	17.50
B7	Sample_5	2	3	26	2655483	71.67	17.94
B7	Sample_5	2	3	27	2733983	71.67	18.53
B7	Sample_5	2	3	28	2812583	71.67	19.43
B7	Sample_5	2	3	29	2891200	71.67	20.56
B7	Sample_5	2	3	30	2969766	71.67	21.89
B7	Sample_5	2	3	31	3048266	71.67	23.31
B7	Sample_5	2	3	32	3126683	71.67	24.81
B7	Sample_5	2	3	33	3205266	71.67	26.34
B7	Sample_5	2	3	34	3283766	71.67	27.76
B7	Sample_5	2	3	35	3362366	71.67	29.30
B7	Sample_5	2	3	36	3440966	71.67	30.58
B7	Sample_5	2	3	37	3519566	71.67	31.82
B7	Sample_5	2	3	38	3598166	71.67	33.34
B7	Sample_5	2	3	39	3676750	71.67	34.09
B7	Sample_5	2	3	40	3755266	71.67	34.69
B7	Sample_5	2	3	41	3833866	71.67	35.03
B7	Sample_5	2	3	42	3912466	71.67	35.40
B7	Sample_5	2	3	43	3991050	71.67	35.76
B7	Sample_5	2	3	44	4069550	71.67	35.97
B7	Sample_5	2	3	45	4148150	71.67	36.29
B8	Sample_11	2	3	1	691600	71.79	41625
B8	Sample_11	2	3	2	770133	71.64	17.19
B8	Sample_11	2	3	3	848716	71.64	17.16
B8	Sample_11	2	3	4	927233	71.67	17.22
B8	Sample_11	2	3	5	1005816	71.67	41625
B8	Sample_11	2	3	6	1084316	71.67	17.22
B8	Sample_11	2	3	7	1162916	71.67	41625
B8	Sample_11	2	3	8	1241416	71.67	17.18
B8	Sample_11	2	3	9	1320000	71.67	17.16
B8	Sample_11	2	3	10	1398500	71.67	17.13
B8	Sample_11	2	3	11	1477116	71.67	17.15
B8	Sample_11	2	3	12	1555700	71.67	17.15
B8	Sample_11	2	3	13	1634300	71.67	17.17
B8	Sample_11	2	3	14	1712900	71.67	17.13
B8	Sample_11	2	3	15	1791500	71.67	41534
B8	Sample_11	2	3	16	1870000	71.67	17.18
B8	Sample_11	2	3	17	1948400	71.67	17.13
B8	Sample_11	2	3	18	2026883	71.67	41625
B8	Sample_11	2	3	19	2105400	71.67	41625
B8	Sample_11	2	3	20	2184000	71.67	17.16
B8	Sample_11	2	3	21	2262583	71.67	17.16
B8	Sample_11	2	3	22	2341200	71.67	17.17
B8	Sample_11	2	3	23	2419783	71.64	17.18
B8	Sample_11	2	3	24	2498383	71.67	17.19
B8	Sample_11	2	3	25	2576883	71.67	17.21
B8	Sample_11	2	3	26	2655483	71.67	17.30
B8	Sample_11	2	3	27	2733983	71.67	17.51
B8	Sample_11	2	3	28	2812583	71.67	17.82
B8	Sample_11	2	3	29	2891200	71.67	18.24
B8	Sample_11	2	3	30	2969766	71.67	41566
B8	Sample_11	2	3	31	3048266	71.67	20.15
B8	Sample_11	2	3	32	3126683	71.67	21.45
B8	Sample_11	2	3	33	3205266	71.67	22.89
B8	Sample_11	2	3	34	3283766	71.67	24.39
B8	Sample_11	2	3	35	3362366	71.67	41300
B8	Sample_11	2	3	36	3440966	71.67	27.58
B8	Sample_11	2	3	37	3519566	71.67	41515
B8	Sample_11	2	3	38	3598166	71.67	30.54
B8	Sample_11	2	3	39	3676750	71.67	31.78
B8	Sample_11	2	3	40	3755266	71.67	32.78
B8	Sample_11	2	3	41	3833866	71.67	33.46
B8	Sample_11	2	3	42	3912466	71.67	34.04
B8	Sample_11	2	3	43	3991050	71.67	34.36
B8	Sample_11	2	3	44	4069550	71.67	34.82
B8	Sample_11	2	3	45	4148150	71.67	35.06
B9	Sample_11	2	3	1	691600	71.79	26.84
B9	Sample_11	2	3	2	770133	71.64	27.58
B9	Sample_11	2	3	3	848716	71.64	27.58
B9	Sample_11	2	3	4	927233	71.67	27.61
B9	Sample_11	2	3	5	1005816	71.67	27.56
B9	Sample_11	2	3	6	1084316	71.67	27.61
B9	Sample_11	2	3	7	1162916	71.67	27.61
B9	Sample_11	2	3	8	1241416	71.67	27.62
B9	Sample_11	2	3	9	1320000	71.67	27.62
B9	Sample_11	2	3	10	1398500	71.67	27.66
B9	Sample_11	2	3	11	1477116	71.67	27.65
B9	Sample_11	2	3	12	1555700	71.67	27.81
B9	Sample_11	2	3	13	1634300	71.67	27.96
B9	Sample_11	2	3	14	1712900	71.67	28.24
B9	Sample_11	2	3	15	1791500	71.67	28.73
B9	Sample_11	2	3	16	1870000	71.67	29.82
B9	Sample_11	2	3	17	1948400	71.67	31.63
B9	Sample_11	2	3	18	2026883	71.67	34.43
B9	Sample_11	2	3	19	2105400	71.67	38.41
B9	Sample_11	2	3	20	2184000	71.67	43.58
B9	Sample_11	2	3	21	2262583	71.67	49.40
B9	Sample_11	2	3	22	2341200	71.67	55.60
B9	Sample_11	2	3	23	2419783	71.64	61.53
B9	Sample_11	2	3	24	2498383	71.67	67.17
B9	Sample_11	2	3	25	2576883	71.67	72.32
B9	Sample_11	2	3	26	2655483	71.67	76.78
B9	Sample_11	2	3	27	2733983	71.67	80.37
B9	Sample_11	2	3	28	2812583	71.67	83.41
B9	Sample_11	2	3	29	2891200	71.67	85.79
B9	Sample_11	2	3	30	2969766	71.67	87.39
B9	Sample_11	2	3	31	3048266	71.67	88.78
B9	Sample_11	2	3	32	3126683	71.67	89.63
B9	Sample_11	2	3	33	3205266	71.67	90.30
B9	Sample_11	2	3	34	3283766	71.67	90.85
B9	Sample_11	2	3	35	3362366	71.67	91.15
B9	Sample_11	2	3	36	3440966	71.67	91.62
B9	Sample_11	2	3	37	3519566	71.67	91.63
B9	Sample_11	2	3	38	3598166	71.67	92.10
B9	Sample_11	2	3	39	3676750	71.67	92.35
B9	Sample_11	2	3	40	3755266	71.67	92.50
B9	Sample_11	2	3	41	3833866	71.67	92.76
B9	Sample_11	2	3	42	3912466	71.67	92.86
B9	Sample_11	2	3	43	3991050	71.67	93.24
B9	Sample_11	2	3	44	4069550	71.67	93.22
B9	Sample_11	2	3	45	4148150	71.67	93.59
B10	Sample_7	2	3	1	691600	71.79	16.93
B10	Sample_7	2	3	2	770133	71.64	41625
B10	Sample_7	2	3	3	848716	71.64	41350
B10	Sample_7	2	3	4	927233	71.67	17.14
B10	Sample_7	2	3	5	1005816	71.67	41472
B10	Sample_7	2	3	6	1084316	71.67	17.14
B10	Sample_7	2	3	7	1162916	71.67	41534
B10	Sample_7	2	3	8	1241416	71.67	17.13
B10	Sample_7	2	3	9	1320000	71.67	41564
B10	Sample_7	2	3	10	1398500	71.67	41350
B10	Sample_7	2	3	11	1477116	71.67	16.98
B10	Sample_7	2	3	12	1555700	71.67	17.13
B10	Sample_7	2	3	13	1634300	71.67	41442
B10	Sample_7	2	3	14	1712900	71.67	41442
B10	Sample_7	2	3	15	1791500	71.67	41534
B10	Sample_7	2	3	16	1870000	71.67	41350
B10	Sample_7	2	3	17	1948400	71.67	41381
B10	Sample_7	2	3	18	2026883	71.67	41411
B10	Sample_7	2	3	19	2105400	71.67	41350
B10	Sample_7	2	3	20	2184000	71.67	41472
B10	Sample_7	2	3	21	2262583	71.67	41503
B10	Sample_7	2	3	22	2341200	71.67	41534
B10	Sample_7	2	3	23	2419783	71.64	17.13
B10	Sample_7	2	3	24	2498383	71.67	17.14
B10	Sample_7	2	3	25	2576883	71.67	17.24
B10	Sample_7	2	3	26	2655483	71.67	17.42
B10	Sample_7	2	3	27	2733983	71.67	17.76
B10	Sample_7	2	3	28	2812583	71.67	18.32
B10	Sample_7	2	3	29	2891200	71.67	41566
B10	Sample_7	2	3	30	2969766	71.67	20.21
B10	Sample_7	2	3	31	3048266	71.67	21.56
B10	Sample_7	2	3	32	3126683	71.67	22.93
B10	Sample_7	2	3	33	3205266	71.67	24.48
B10	Sample_7	2	3	34	3283766	71.67	25.93
B10	Sample_7	2	3	35	3362366	71.67	27.51
B10	Sample_7	2	3	36	3440966	71.67	28.80
B10	Sample_7	2	3	37	3519566	71.67	30.16
B10	Sample_7	2	3	38	3598166	71.67	41639
B10	Sample_7	2	3	39	3676750	71.67	31.96
B10	Sample_7	2	3	40	3755266	71.67	32.41
B10	Sample_7	2	3	41	3833866	71.67	32.73
B10	Sample_7	2	3	42	3912466	71.67	33.08
B10	Sample_7	2	3	43	3991050	71.67	33.26
B10	Sample_7	2	3	44	4069550	71.67	33.50
B10	Sample_7	2	3	45	4148150	71.67	33.67
B11	Sample_12	2	3	1	691600	71.79	16.64
B11	Sample_12	2	3	2	770133	71.64	16.68
B11	Sample_12	2	3	3	848716	71.64	16.64
B11	Sample_12	2	3	4	927233	71.67	16.57
B11	Sample_12	2	3	5	1005816	71.67	16.57
B11	Sample_12	2	3	6	1084316	71.67	16.56
B11	Sample_12	2	3	7	1162916	71.67	16.56
B11	Sample_12	2	3	8	1241416	71.67	16.55
B11	Sample_12	2	3	9	1320000	71.67	16.59
B11	Sample_12	2	3	10	1398500	71.67	16.52
B11	Sample_12	2	3	11	1477116	71.67	16.54
B11	Sample_12	2	3	12	1555700	71.67	16.52
B11	Sample_12	2	3	13	1634300	71.67	16.52
B11	Sample_12	2	3	14	1712900	71.67	16.49
B11	Sample_12	2	3	15	1791500	71.67	16.45
B11	Sample_12	2	3	16	1870000	71.67	16.45
B11	Sample_12	2	3	17	1948400	71.67	16.43
B11	Sample_12	2	3	18	2026883	71.67	16.51
B11	Sample_12	2	3	19	2105400	71.67	16.49
B11	Sample_12	2	3	20	2184000	71.67	16.49
B11	Sample_12	2	3	21	2262583	71.67	16.53
B11	Sample_12	2	3	22	2341200	71.67	16.48
B11	Sample_12	2	3	23	2419783	71.64	16.56
B11	Sample_12	2	3	24	2498383	71.67	16.55
B11	Sample_12	2	3	25	2576883	71.67	16.59
B11	Sample_12	2	3	26	2655483	71.67	16.76
B11	Sample_12	2	3	27	2733983	71.67	41411
B11	Sample_12	2	3	28	2812583	71.67	17.43
B11	Sample_12	2	3	29	2891200	71.67	18.15
B11	Sample_12	2	3	30	2969766	71.67	19.15
B11	Sample_12	2	3	31	3048266	71.67	20.38
